regiao,modo,mapa,pick,picks,vitorias,win_rate
NA,brawlBall,Sneaky Fields,CROW,3,3,100.0%
NA,brawlBall,Sneaky Fields,EDGAR,2,1,50.0%
NA,brawlBall,Sneaky Fields,EL PRIMO,1,0,0.0%
NA,brawlBall,Sneaky Fields,EMZ,3,1,33.3%
NA,brawlBall,Sneaky Fields,FRANK,1,0,0.0%
NA,brawlBall,Sneaky Fields,GRIFF,6,2,33.3%
NA,brawlBall,Sneaky Fields,KENJI,2,1,50.0%
NA,brawlBall,Sneaky Fields,LUMI,4,1,25.0%
NA,brawlBall,Sneaky Fields,MAISIE,1,1,100.0%
NA,brawlBall,Sneaky Fields,MEEPLE,4,1,25.0%
NA,brawlBall,Sneaky Fields,MINA,1,1,100.0%
NA,brawlBall,Sneaky Fields,MOE,2,2,100.0%
NA,brawlBall,Sneaky Fields,MORTIS,7,2,28.6%
NA,brawlBall,Sneaky Fields,NAJIA,3,1,33.3%
NA,brawlBall,Sneaky Fields,NITA,5,3,60.0%
NA,brawlBall,Sneaky Fields,OTIS,9,4,44.4%
NA,brawlBall,Sneaky Fields,PIERCE,5,3,60.0%
NA,brawlBall,Sneaky Fields,POCO,4,1,25.0%
NA,brawlBall,Sneaky Fields,RICO,4,3,75.0%
NA,brawlBall,Sneaky Fields,ROSA,1,1,100.0%
NA,brawlBall,Sneaky Fields,RUFFS,3,1,33.3%
NA,brawlBall,Sneaky Fields,SANDY,9,3,33.3%
NA,brawlBall,Sneaky Fields,SHADE,3,2,66.7%
NA,brawlBall,Sneaky Fields,SIRIUS,4,3,75.0%
NA,brawlBall,Sneaky Fields,SPIKE,1,1,100.0%
NA,brawlBall,Sneaky Fields,STU,6,4,66.7%
NA,brawlBall,Sneaky Fields,TRUNK,1,0,0.0%
NA,brawlBall,Spiraling Out,CROW,1,0,0.0%
NA,brawlBall,Spiraling Out,DAMIAN,4,3,75.0%
NA,brawlBall,Spiraling Out,EDGAR,4,3,75.0%
NA,brawlBall,Spiraling Out,EMZ,2,1,50.0%
NA,brawlBall,Spiraling Out,GRIFF,1,0,0.0%
NA,brawlBall,Spiraling Out,JANET,1,1,100.0%
NA,brawlBall,Spiraling Out,NITA,1,0,0.0%
NA,brawlBall,Spiraling Out,PEARL,1,0,0.0%
NA,brawlBall,Spiraling Out,SANDY,1,1,100.0%
NA,brawlBall,Spiraling Out,SHELLY,1,0,0.0%
NA,brawlBall,Spiraling Out,STU,1,0,0.0%
NA,brawlBall,Super Beach,BULL,2,1,50.0%
NA,brawlBall,Super Beach,CHARLIE,1,0,0.0%
NA,brawlBall,Super Beach,CHESTER,4,3,75.0%
NA,brawlBall,Super Beach,COLT,1,1,100.0%
NA,brawlBall,Super Beach,CORDELIUS,3,2,66.7%
NA,brawlBall,Super Beach,CROW,3,1,33.3%
NA,brawlBall,Super Beach,DYNAMIKE,1,1,100.0%
NA,brawlBall,Super Beach,EDGAR,1,1,100.0%
NA,brawlBall,Super Beach,EL PRIMO,1,0,0.0%
NA,brawlBall,Super Beach,EMZ,2,0,0.0%
NA,brawlBall,Super Beach,FRANK,2,1,50.0%
NA,brawlBall,Super Beach,GALE,1,0,0.0%
NA,brawlBall,Super Beach,GRIFF,5,2,40.0%
NA,brawlBall,Super Beach,KENJI,1,1,100.0%
NA,brawlBall,Super Beach,KIT,1,0,0.0%
NA,brawlBall,Super Beach,LEON,1,1,100.0%
NA,brawlBall,Super Beach,LUMI,4,2,50.0%
NA,brawlBall,Super Beach,MEEPLE,3,1,33.3%
NA,brawlBall,Super Beach,MELODIE,1,1,100.0%
NA,brawlBall,Super Beach,MOE,5,1,20.0%
NA,brawlBall,Super Beach,MORTIS,9,4,44.4%
NA,brawlBall,Super Beach,NAJIA,1,0,0.0%
NA,brawlBall,Super Beach,OTIS,11,5,45.5%
NA,brawlBall,Super Beach,PENNY,1,1,100.0%
NA,brawlBall,Super Beach,PIERCE,4,4,100.0%
NA,brawlBall,Super Beach,POCO,1,1,100.0%
NA,brawlBall,Super Beach,R-T,2,1,50.0%
NA,brawlBall,Super Beach,RUFFS,3,2,66.7%
NA,brawlBall,Super Beach,SANDY,1,1,100.0%
NA,brawlBall,Super Beach,SHADE,6,3,50.0%
NA,brawlBall,Super Beach,SIRIUS,2,1,50.0%
NA,brawlBall,Super Beach,STU,8,3,37.5%
NA,brawlBall,Super Beach,TRUNK,1,1,100.0%
NA,brawlBall,Super Beach,WILLOW,3,1,33.3%
NA,gemGrab,Crystal Arcade,ALLI,1,0,0.0%
NA,gemGrab,Crystal Arcade,COLETTE,1,1,100.0%
NA,gemGrab,Crystal Arcade,CROW,1,0,0.0%
NA,gemGrab,Crystal Arcade,JANET,1,1,100.0%
NA,gemGrab,Crystal Arcade,LILY,1,1,100.0%
NA,gemGrab,Crystal Arcade,SIRIUS,1,0,0.0%
NA,gemGrab,Deathcap Trap,ALLI,1,1,100.0%
NA,gemGrab,Deathcap Trap,BYRON,1,0,0.0%
NA,gemGrab,Deathcap Trap,CHESTER,5,2,40.0%
NA,gemGrab,Deathcap Trap,COLT,1,1,100.0%
NA,gemGrab,Deathcap Trap,FANG,2,2,100.0%
NA,gemGrab,Deathcap Trap,FINX,1,1,100.0%
NA,gemGrab,Deathcap Trap,GRIFF,1,1,100.0%
NA,gemGrab,Deathcap Trap,GUS,1,0,0.0%
NA,gemGrab,Deathcap Trap,KENJI,3,1,33.3%
NA,gemGrab,Deathcap Trap,KIT,2,1,50.0%
NA,gemGrab,Deathcap Trap,LILY,3,2,66.7%
NA,gemGrab,Deathcap Trap,LUMI,9,7,77.8%
NA,gemGrab,Deathcap Trap,MEEPLE,1,0,0.0%
NA,gemGrab,Deathcap Trap,MOE,3,1,33.3%
NA,gemGrab,Deathcap Trap,MORTIS,4,1,25.0%
NA,gemGrab,Deathcap Trap,OTIS,6,2,33.3%
NA,gemGrab,Deathcap Trap,PENNY,4,2,50.0%
NA,gemGrab,Deathcap Trap,PIERCE,1,1,100.0%
NA,gemGrab,Deathcap Trap,RUFFS,4,3,75.0%
NA,gemGrab,Deathcap Trap,SHADE,4,2,50.0%
NA,gemGrab,Deathcap Trap,SIRIUS,5,2,40.0%
NA,gemGrab,Deathcap Trap,STU,8,2,25.0%
NA,gemGrab,Deathcap Trap,TRUNK,2,1,50.0%
NA,gemGrab,Double Swoosh,ALLI,1,1,100.0%
NA,gemGrab,Double Swoosh,BO,1,1,100.0%
NA,gemGrab,Double Swoosh,BULL,3,3,100.0%
NA,gemGrab,Double Swoosh,BYRON,1,1,100.0%
NA,gemGrab,Double Swoosh,CHARLIE,1,0,0.0%
NA,gemGrab,Double Swoosh,CHESTER,2,1,50.0%
NA,gemGrab,Double Swoosh,COLETTE,1,1,100.0%
NA,gemGrab,Double Swoosh,CROW,1,0,0.0%
NA,gemGrab,Double Swoosh,EMZ,1,0,0.0%
NA,gemGrab,Double Swoosh,GRAY,1,1,100.0%
NA,gemGrab,Double Swoosh,JANET,1,1,100.0%
NA,gemGrab,Double Swoosh,KIT,1,1,100.0%
NA,gemGrab,Double Swoosh,LEON,1,1,100.0%
NA,gemGrab,Double Swoosh,LILY,1,0,0.0%
NA,gemGrab,Double Swoosh,LUMI,1,0,0.0%
NA,gemGrab,Double Swoosh,MOE,2,0,0.0%
NA,gemGrab,Double Swoosh,MORTIS,3,0,0.0%
NA,gemGrab,Double Swoosh,NAJIA,1,0,0.0%
NA,gemGrab,Double Swoosh,NITA,4,1,25.0%
NA,gemGrab,Double Swoosh,OTIS,2,1,50.0%
NA,gemGrab,Double Swoosh,SANDY,3,2,66.7%
NA,gemGrab,Double Swoosh,STU,3,2,66.7%
NA,gemGrab,Double Swoosh,TARA,4,2,50.0%
NA,gemGrab,Double Swoosh,TRUNK,2,1,50.0%
NA,gemGrab,Gem Fort,ASH,1,0,0.0%
NA,gemGrab,Gem Fort,BO,2,1,50.0%
NA,gemGrab,Gem Fort,BUZZ,1,0,0.0%
NA,gemGrab,Gem Fort,CHARLIE,1,1,100.0%
NA,gemGrab,Gem Fort,CHESTER,1,0,0.0%
NA,gemGrab,Gem Fort,COLETTE,2,0,0.0%
NA,gemGrab,Gem Fort,CORDELIUS,2,2,100.0%
NA,gemGrab,Gem Fort,DAMIAN,4,3,75.0%
NA,gemGrab,Gem Fort,EDGAR,7,4,57.1%
NA,gemGrab,Gem Fort,EL PRIMO,1,1,100.0%
NA,gemGrab,Gem Fort,EMZ,1,1,100.0%
NA,gemGrab,Gem Fort,JESSIE,1,0,0.0%
NA,gemGrab,Gem Fort,KENJI,1,0,0.0%
NA,gemGrab,Gem Fort,LILY,3,1,33.3%
NA,gemGrab,Gem Fort,OTIS,1,1,100.0%
NA,gemGrab,Gem Fort,RUFFS,2,2,100.0%
NA,gemGrab,Gem Fort,SHADE,1,0,0.0%
NA,gemGrab,Gem Fort,SPIKE,1,0,0.0%
NA,gemGrab,Gem Fort,STU,2,0,0.0%
NA,gemGrab,Gem Fort,TARA,1,1,100.0%
NA,gemGrab,Hard Rock Mine,ASH,1,0,0.0%
NA,gemGrab,Hard Rock Mine,CARL,1,0,0.0%
NA,gemGrab,Hard Rock Mine,CHARLIE,1,1,100.0%
NA,gemGrab,Hard Rock Mine,CHESTER,9,3,33.3%
NA,gemGrab,Hard Rock Mine,CROW,3,0,0.0%
NA,gemGrab,Hard Rock Mine,EDGAR,3,1,33.3%
NA,gemGrab,Hard Rock Mine,FANG,6,4,66.7%
NA,gemGrab,Hard Rock Mine,FINX,1,0,0.0%
NA,gemGrab,Hard Rock Mine,GUS,1,1,100.0%
NA,gemGrab,Hard Rock Mine,KENJI,1,0,0.0%
NA,gemGrab,Hard Rock Mine,KIT,5,3,60.0%
NA,gemGrab,Hard Rock Mine,LILY,3,0,0.0%
NA,gemGrab,Hard Rock Mine,LOLA,1,1,100.0%
NA,gemGrab,Hard Rock Mine,LUMI,3,2,66.7%
NA,gemGrab,Hard Rock Mine,MAX,1,0,0.0%
NA,gemGrab,Hard Rock Mine,MORTIS,8,7,87.5%
NA,gemGrab,Hard Rock Mine,NAJIA,1,1,100.0%
NA,gemGrab,Hard Rock Mine,NITA,3,3,100.0%
NA,gemGrab,Hard Rock Mine,OTIS,8,4,50.0%
NA,gemGrab,Hard Rock Mine,PENNY,4,2,50.0%
NA,gemGrab,Hard Rock Mine,PIERCE,1,0,0.0%
NA,gemGrab,Hard Rock Mine,R-T,1,0,0.0%
NA,gemGrab,Hard Rock Mine,RICO,3,1,33.3%
NA,gemGrab,Hard Rock Mine,RUFFS,6,5,83.3%
NA,gemGrab,Hard Rock Mine,SANDY,2,0,0.0%
NA,gemGrab,Hard Rock Mine,SHADE,5,2,40.0%
NA,gemGrab,Hard Rock Mine,SIRIUS,6,2,33.3%
NA,gemGrab,Hard Rock Mine,STU,8,5,62.5%
NA,gemGrab,Hard Rock Mine,TARA,1,1,100.0%
NA,gemGrab,Hard Rock Mine,TRUNK,1,1,100.0%
NA,gemGrab,Satomi Springs,CHESTER,1,1,100.0%
NA,gemGrab,Satomi Springs,JANET,1,0,0.0%
NA,gemGrab,Satomi Springs,LEON,1,0,0.0%
NA,gemGrab,Satomi Springs,MEEPLE,1,0,0.0%
NA,gemGrab,Satomi Springs,MORTIS,1,1,100.0%
NA,gemGrab,Satomi Springs,SANDY,1,1,100.0%
NA,heist,Bridge Too Far,8-BIT,4,3,75.0%
NA,heist,Bridge Too Far,ALLI,2,2,100.0%
NA,heist,Bridge Too Far,AMBER,1,1,100.0%
NA,heist,Bridge Too Far,ANGELO,3,0,0.0%
NA,heist,Bridge Too Far,BELLE,1,0,0.0%
NA,heist,Bridge Too Far,BROCK,9,6,66.7%
NA,heist,Bridge Too Far,BYRON,1,0,0.0%
NA,heist,Bridge Too Far,CHARLIE,1,1,100.0%
NA,heist,Bridge Too Far,CHESTER,1,0,0.0%
NA,heist,Bridge Too Far,CHUCK,3,1,33.3%
NA,heist,Bridge Too Far,COLETTE,3,1,33.3%
NA,heist,Bridge Too Far,COLT,4,1,25.0%
NA,heist,Bridge Too Far,CROW,1,0,0.0%
NA,heist,Bridge Too Far,DARRYL,1,1,100.0%
NA,heist,Bridge Too Far,EDGAR,2,1,50.0%
NA,heist,Bridge Too Far,EVE,6,2,33.3%
NA,heist,Bridge Too Far,FINX,5,2,40.0%
NA,heist,Bridge Too Far,KAZE,13,7,53.8%
NA,heist,Bridge Too Far,LILY,2,1,50.0%
NA,heist,Bridge Too Far,LOLA,10,5,50.0%
NA,heist,Bridge Too Far,LUMI,5,1,20.0%
NA,heist,Bridge Too Far,MELODIE,4,1,25.0%
NA,heist,Bridge Too Far,NAJIA,4,3,75.0%
NA,heist,Bridge Too Far,NANI,7,3,42.9%
NA,heist,Bridge Too Far,OTIS,10,6,60.0%
NA,heist,Bridge Too Far,PIERCE,13,7,53.8%
NA,heist,Bridge Too Far,SHADE,3,3,100.0%
NA,heist,Bridge Too Far,SIRIUS,1,1,100.0%
NA,heist,Hot Potato,BERRY,1,0,0.0%
NA,heist,Hot Potato,BO,1,1,100.0%
NA,heist,Hot Potato,BULL,2,0,0.0%
NA,heist,Hot Potato,CARL,1,0,0.0%
NA,heist,Hot Potato,COLETTE,1,1,100.0%
NA,heist,Hot Potato,COLT,3,1,33.3%
NA,heist,Hot Potato,CROW,1,1,100.0%
NA,heist,Hot Potato,DARRYL,1,0,0.0%
NA,heist,Hot Potato,EDGAR,1,1,100.0%
NA,heist,Hot Potato,GLOWY,1,1,100.0%
NA,heist,Hot Potato,GRIFF,1,0,0.0%
NA,heist,Hot Potato,KAZE,1,0,0.0%
NA,heist,Hot Potato,LEON,1,1,100.0%
NA,heist,Hot Potato,LILY,1,1,100.0%
NA,heist,Hot Potato,LUMI,3,1,33.3%
NA,heist,Hot Potato,MICO,1,1,100.0%
NA,heist,Hot Potato,NAJIA,1,0,0.0%
NA,heist,Hot Potato,NITA,1,1,100.0%
NA,heist,Hot Potato,OTIS,1,1,100.0%
NA,heist,Perpetual Motion,BERRY,1,1,100.0%
NA,heist,Perpetual Motion,COLT,1,1,100.0%
NA,heist,Perpetual Motion,CROW,1,1,100.0%
NA,heist,Perpetual Motion,KAZE,1,0,0.0%
NA,heist,Perpetual Motion,LUMI,1,0,0.0%
NA,heist,Perpetual Motion,RUFFS,1,0,0.0%
NA,heist,Pit Stop,AMBER,1,0,0.0%
NA,heist,Pit Stop,BERRY,1,0,0.0%
NA,heist,Pit Stop,BIBI,1,1,100.0%
NA,heist,Pit Stop,CHARLIE,1,1,100.0%
NA,heist,Pit Stop,COLT,1,1,100.0%
NA,heist,Pit Stop,CROW,1,0,0.0%
NA,heist,Safe Zone,BELLE,1,1,100.0%
NA,heist,Safe Zone,BYRON,1,0,0.0%
NA,heist,Safe Zone,COLETTE,2,2,100.0%
NA,heist,Safe Zone,COLT,1,0,0.0%
NA,heist,Safe Zone,CROW,1,0,0.0%
NA,heist,Safe Zone,EVE,1,1,100.0%
NA,heist,Safe Zone,MICO,1,1,100.0%
NA,heist,Safe Zone,NAJIA,1,0,0.0%
NA,heist,Safe Zone,PENNY,1,0,0.0%
NA,heist,Safe Zone,PIERCE,1,1,100.0%
NA,heist,Safe Zone,SHADE,1,0,0.0%
NA,hotZone,Dueling Beetles,AMBER,1,0,0.0%
NA,hotZone,Dueling Beetles,FANG,1,0,0.0%
NA,hotZone,Dueling Beetles,GRIFF,1,0,0.0%
NA,hotZone,Dueling Beetles,KENJI,1,0,0.0%
NA,hotZone,Dueling Beetles,LOU,1,1,100.0%
NA,hotZone,Dueling Beetles,LUMI,1,1,100.0%
NA,hotZone,Dueling Beetles,MINA,1,1,100.0%
NA,hotZone,Dueling Beetles,MORTIS,1,1,100.0%
NA,hotZone,Dueling Beetles,PIERCE,1,1,100.0%
NA,hotZone,Dueling Beetles,POCO,1,0,0.0%
NA,hotZone,Dueling Beetles,STU,2,1,50.0%
NA,hotZone,Open Business,AMBER,1,0,0.0%
NA,hotZone,Open Business,BULL,1,1,100.0%
NA,hotZone,Open Business,CHESTER,4,3,75.0%
NA,hotZone,Open Business,CROW,2,1,50.0%
NA,hotZone,Open Business,EDGAR,3,2,66.7%
NA,hotZone,Open Business,EMZ,3,2,66.7%
NA,hotZone,Open Business,FINX,5,2,40.0%
NA,hotZone,Open Business,GLOWY,1,0,0.0%
NA,hotZone,Open Business,GRAY,3,2,66.7%
NA,hotZone,Open Business,GRIFF,2,1,50.0%
NA,hotZone,Open Business,HANK,2,0,0.0%
NA,hotZone,Open Business,KAZE,1,1,100.0%
NA,hotZone,Open Business,KENJI,4,1,25.0%
NA,hotZone,Open Business,LARRY & LAWRIE,1,1,100.0%
NA,hotZone,Open Business,LEON,2,1,50.0%
NA,hotZone,Open Business,LOU,4,2,50.0%
NA,hotZone,Open Business,LUMI,7,2,28.6%
NA,hotZone,Open Business,MEEPLE,3,1,33.3%
NA,hotZone,Open Business,MINA,2,0,0.0%
NA,hotZone,Open Business,MORTIS,3,1,33.3%
NA,hotZone,Open Business,NITA,2,1,50.0%
NA,hotZone,Open Business,OTIS,3,2,66.7%
NA,hotZone,Open Business,PENNY,2,2,100.0%
NA,hotZone,Open Business,PIERCE,2,2,100.0%
NA,hotZone,Open Business,POCO,1,1,100.0%
NA,hotZone,Open Business,RUFFS,3,1,33.3%
NA,hotZone,Open Business,SHADE,1,0,0.0%
NA,hotZone,Open Business,SIRIUS,4,2,50.0%
NA,hotZone,Open Business,STU,8,5,62.5%
NA,hotZone,Open Business,SURGE,1,0,0.0%
NA,hotZone,Open Business,TICK,1,1,100.0%
NA,hotZone,Open Business,ZIGGY,2,1,50.0%
NA,hotZone,Ring of Fire,ALLI,2,0,0.0%
NA,hotZone,Ring of Fire,AMBER,4,2,50.0%
NA,hotZone,Ring of Fire,BUSTER,1,0,0.0%
NA,hotZone,Ring of Fire,CHESTER,3,2,66.7%
NA,hotZone,Ring of Fire,COLETTE,1,0,0.0%
NA,hotZone,Ring of Fire,DRACO,1,1,100.0%
NA,hotZone,Ring of Fire,FANG,2,1,50.0%
NA,hotZone,Ring of Fire,FINX,2,0,0.0%
NA,hotZone,Ring of Fire,GRAY,1,0,0.0%
NA,hotZone,Ring of Fire,KENJI,1,1,100.0%
NA,hotZone,Ring of Fire,LEON,1,0,0.0%
NA,hotZone,Ring of Fire,LUMI,2,2,100.0%
NA,hotZone,Ring of Fire,MINA,1,1,100.0%
NA,hotZone,Ring of Fire,MORTIS,3,1,33.3%
NA,hotZone,Ring of Fire,NAJIA,3,2,66.7%
NA,hotZone,Ring of Fire,OTIS,2,1,50.0%
NA,hotZone,Ring of Fire,PAM,4,3,75.0%
NA,hotZone,Ring of Fire,POCO,2,1,50.0%
NA,hotZone,Ring of Fire,RUFFS,2,1,50.0%
NA,hotZone,Ring of Fire,SIRIUS,2,0,0.0%
NA,hotZone,Ring of Fire,STU,2,2,100.0%
NA,knockout,Belle's Rock,BELLE,1,1,100.0%
NA,knockout,Belle's Rock,BROCK,1,0,0.0%
NA,knockout,Belle's Rock,BYRON,1,0,0.0%
NA,knockout,Belle's Rock,CHARLIE,1,0,0.0%
NA,knockout,Belle's Rock,FRANK,1,1,100.0%
NA,knockout,Belle's Rock,GUS,2,1,50.0%
NA,knockout,Belle's Rock,JAE-YONG,1,1,100.0%
NA,knockout,Belle's Rock,MINA,1,1,100.0%
NA,knockout,Belle's Rock,MORTIS,1,1,100.0%
NA,knockout,Belle's Rock,R-T,1,0,0.0%
NA,knockout,Belle's Rock,TICK,1,0,0.0%
NA,knockout,Goldarm Gulch,ANGELO,2,1,50.0%
NA,knockout,Goldarm Gulch,BELLE,5,2,40.0%
NA,knockout,Goldarm Gulch,BROCK,2,1,50.0%
NA,knockout,Goldarm Gulch,BULL,1,0,0.0%
NA,knockout,Goldarm Gulch,BUSTER,2,0,0.0%
NA,knockout,Goldarm Gulch,DOUG,1,1,100.0%
NA,knockout,Goldarm Gulch,FANG,1,0,0.0%
NA,knockout,Goldarm Gulch,GENE,3,2,66.7%
NA,knockout,Goldarm Gulch,GRAY,1,1,100.0%
NA,knockout,Goldarm Gulch,LEON,2,2,100.0%
NA,knockout,Goldarm Gulch,MORTIS,4,2,50.0%
NA,knockout,Goldarm Gulch,NANI,1,0,0.0%
NA,knockout,Goldarm Gulch,OLLIE,3,3,100.0%
NA,knockout,Goldarm Gulch,PIERCE,2,2,100.0%
NA,knockout,Goldarm Gulch,R-T,4,1,25.0%
NA,knockout,Goldarm Gulch,RUFFS,3,2,66.7%
NA,knockout,Goldarm Gulch,SHADE,1,0,0.0%
NA,knockout,Goldarm Gulch,SIRIUS,2,1,50.0%
NA,knockout,Goldarm Gulch,SPIKE,2,0,0.0%
NA,knockout,Out in the Open,ANGELO,8,2,25.0%
NA,knockout,Out in the Open,BARLEY,1,0,0.0%
NA,knockout,Out in the Open,BELLE,1,1,100.0%
NA,knockout,Out in the Open,BO,1,1,100.0%
NA,knockout,Out in the Open,BROCK,6,4,66.7%
NA,knockout,Out in the Open,BUSTER,2,1,50.0%
NA,knockout,Out in the Open,BYRON,4,2,50.0%
NA,knockout,Out in the Open,CARL,3,3,100.0%
NA,knockout,Out in the Open,COLETTE,5,2,40.0%
NA,knockout,Out in the Open,COLT,2,1,50.0%
NA,knockout,Out in the Open,CROW,4,0,0.0%
NA,knockout,Out in the Open,DAMIAN,1,0,0.0%
NA,knockout,Out in the Open,DYNAMIKE,1,1,100.0%
NA,knockout,Out in the Open,EDGAR,1,1,100.0%
NA,knockout,Out in the Open,EVE,6,3,50.0%
NA,knockout,Out in the Open,FANG,2,1,50.0%
NA,knockout,Out in the Open,FINX,2,2,100.0%
NA,knockout,Out in the Open,GENE,4,2,50.0%
NA,knockout,Out in the Open,GRIFF,1,0,0.0%
NA,knockout,Out in the Open,GUS,8,5,62.5%
NA,knockout,Out in the Open,JAE-YONG,8,4,50.0%
NA,knockout,Out in the Open,KIT,2,1,50.0%
NA,knockout,Out in the Open,LEON,3,3,100.0%
NA,knockout,Out in the Open,MAX,1,0,0.0%
NA,knockout,Out in the Open,MEEPLE,10,1,10.0%
NA,knockout,Out in the Open,MINA,3,2,66.7%
NA,knockout,Out in the Open,NAJIA,1,1,100.0%
NA,knockout,Out in the Open,NANI,1,0,0.0%
NA,knockout,Out in the Open,OLLIE,1,1,100.0%
NA,knockout,Out in the Open,PEARL,6,4,66.7%
NA,knockout,Out in the Open,PIERCE,7,4,57.1%
NA,knockout,Out in the Open,PIPER,3,2,66.7%
NA,knockout,Out in the Open,R-T,2,2,100.0%
NA,knockout,Out in the Open,RUFFS,6,3,50.0%
NA,knockout,Out in the Open,SPIKE,1,0,0.0%
NA,knockout,Out in the Open,SPROUT,1,0,0.0%
NA,knockout,Out in the Open,TICK,1,0,0.0%
NA,siege,Afterpiece Arena,BULL,1,1,100.0%
NA,siege,Afterpiece Arena,CROW,1,1,100.0%
NA,siege,Afterpiece Arena,LILY,1,0,0.0%
NA,siege,Afterpiece Arena,LUMI,1,0,0.0%
NA,siege,Afterpiece Arena,MORTIS,1,1,100.0%
NA,siege,Afterpiece Arena,OLLIE,1,0,0.0%
SA,bounty,Hideout,ANGELO,5,3,60.0%
SA,bounty,Hideout,BELLE,3,2,66.7%
SA,bounty,Hideout,BERRY,1,1,100.0%
SA,bounty,Hideout,BO,2,1,50.0%
SA,bounty,Hideout,BROCK,2,1,50.0%
SA,bounty,Hideout,BYRON,9,6,66.7%
SA,bounty,Hideout,CHARLIE,3,1,33.3%
SA,bounty,Hideout,COLETTE,3,2,66.7%
SA,bounty,Hideout,CROW,2,1,50.0%
SA,bounty,Hideout,EDGAR,2,2,100.0%
SA,bounty,Hideout,GENE,8,3,37.5%
SA,bounty,Hideout,GLOWY,2,1,50.0%
SA,bounty,Hideout,GRAY,1,1,100.0%
SA,bounty,Hideout,GRIFF,1,0,0.0%
SA,bounty,Hideout,GUS,1,0,0.0%
SA,bounty,Hideout,HANK,1,0,0.0%
SA,bounty,Hideout,JAE-YONG,8,3,37.5%
SA,bounty,Hideout,KAZE,4,3,75.0%
SA,bounty,Hideout,KIT,1,0,0.0%
SA,bounty,Hideout,LEON,2,1,50.0%
SA,bounty,Hideout,LOLA,1,0,0.0%
SA,bounty,Hideout,MAX,2,0,0.0%
SA,bounty,Hideout,MEEPLE,1,0,0.0%
SA,bounty,Hideout,MELODIE,1,1,100.0%
SA,bounty,Hideout,MINA,6,4,66.7%
SA,bounty,Hideout,MORTIS,3,1,33.3%
SA,bounty,Hideout,NANI,2,0,0.0%
SA,bounty,Hideout,OLLIE,3,2,66.7%
SA,bounty,Hideout,PENNY,1,1,100.0%
SA,bounty,Hideout,PIERCE,5,1,20.0%
SA,bounty,Hideout,PIPER,1,1,100.0%
SA,bounty,Hideout,R-T,3,1,33.3%
SA,bounty,Hideout,RUFFS,5,4,80.0%
SA,bounty,Hideout,ZIGGY,1,0,0.0%
SA,bounty,Layer Cake,ALLI,1,1,100.0%
SA,bounty,Layer Cake,BELLE,2,1,50.0%
SA,bounty,Layer Cake,BROCK,2,0,0.0%
SA,bounty,Layer Cake,BULL,1,0,0.0%
SA,bounty,Layer Cake,CHESTER,2,0,0.0%
SA,bounty,Layer Cake,COLETTE,5,1,20.0%
SA,bounty,Layer Cake,CROW,2,1,50.0%
SA,bounty,Layer Cake,GENE,1,0,0.0%
SA,bounty,Layer Cake,GRAY,1,0,0.0%
SA,bounty,Layer Cake,KAZE,4,1,25.0%
SA,bounty,Layer Cake,KENJI,2,2,100.0%
SA,bounty,Layer Cake,KIT,3,1,33.3%
SA,bounty,Layer Cake,LEON,3,0,0.0%
SA,bounty,Layer Cake,LILY,1,0,0.0%
SA,bounty,Layer Cake,LUMI,2,1,50.0%
SA,bounty,Layer Cake,MANDY,2,1,50.0%
SA,bounty,Layer Cake,MAX,1,1,100.0%
SA,bounty,Layer Cake,MEEPLE,4,2,50.0%
SA,bounty,Layer Cake,MINA,1,1,100.0%
SA,bounty,Layer Cake,MORTIS,7,7,100.0%
SA,bounty,Layer Cake,NAJIA,1,0,0.0%
SA,bounty,Layer Cake,OTIS,4,1,25.0%
SA,bounty,Layer Cake,PENNY,4,4,100.0%
SA,bounty,Layer Cake,PIERCE,3,3,100.0%
SA,bounty,Layer Cake,SHADE,1,1,100.0%
SA,bounty,Layer Cake,SIRIUS,3,2,66.7%
SA,bounty,Layer Cake,SPROUT,1,0,0.0%
SA,bounty,Layer Cake,SURGE,1,1,100.0%
SA,bounty,Layer Cake,TICK,1,0,0.0%
SA,bounty,Shooting Star,8-BIT,2,2,100.0%
SA,bounty,Shooting Star,ALLI,1,0,0.0%
SA,bounty,Shooting Star,ANGELO,7,4,57.1%
SA,bounty,Shooting Star,BEA,1,0,0.0%
SA,bounty,Shooting Star,BELLE,10,5,50.0%
SA,bounty,Shooting Star,BYRON,7,3,42.9%
SA,bounty,Shooting Star,CHARLIE,2,1,50.0%
SA,bounty,Shooting Star,COLETTE,9,4,44.4%
SA,bounty,Shooting Star,CROW,2,1,50.0%
SA,bounty,Shooting Star,EVE,1,1,100.0%
SA,bounty,Shooting Star,FANG,2,0,0.0%
SA,bounty,Shooting Star,GENE,4,0,0.0%
SA,bounty,Shooting Star,GRAY,3,1,33.3%
SA,bounty,Shooting Star,GUS,4,2,50.0%
SA,bounty,Shooting Star,JAE-YONG,6,2,33.3%
SA,bounty,Shooting Star,KAZE,3,2,66.7%
SA,bounty,Shooting Star,LEON,4,3,75.0%
SA,bounty,Shooting Star,LOLA,1,1,100.0%
SA,bounty,Shooting Star,MELODIE,1,1,100.0%
SA,bounty,Shooting Star,MICO,2,1,50.0%
SA,bounty,Shooting Star,MINA,3,1,33.3%
SA,bounty,Shooting Star,MORTIS,5,4,80.0%
SA,bounty,Shooting Star,MR. P,1,0,0.0%
